inputfile,status,cpu_time,wall_time,host
list-simple/sll2c_update_all.yml,true,12.02,12.02,apollon014
product-lines/email_spec11_product10.cil.yml,true,12.02,6.06,apollon141
forester-heap/sll-buckets-2.yml,false(unreach-call),12.02,12.01,apollon090
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-ci_file-3.yml,true,12.02,12.02,apollon006
loop-acceleration/array_2-1-simple.yml,true,12.07,12.07,apollon119
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_45_good.yml,true,12.08,12.08,apollon001
termination-crafted/NonTermination3-2.yml,false(termination),12.1,11.92,apollon152
product-lines/minepump_spec2_product38.cil.yml,true,12.15,12.15,apollon118
product-lines/minepump_spec2_product63.cil.yml,true,12.15,12.14,apollon013
product-lines/elevator_spec3_product23.cil.yml,false(unreach-call),12.17,12.16,apollon100
xcsp/Haystacks-07.yml,true,12.19,12.18,apollon051
nla-digbench-scaling/mannadiv_unwindbound10.yml,false(unreach-call),12.23,12.21,apollon129
hardness-nfm22/hardness_variablewrapping_wrapper-s_file-75.yml,true,12.25,12.24,apollon151
floats-cdfpl/newton_1_1.yml,true,12.29,12.28,apollon045
hardness-nfm22/hardness_operatoramount_amount100_file-70.yml,true,12.29,12.29,apollon026
product-lines/minepump_spec2_product39.cil.yml,true,12.31,12.31,apollon072
eca-rers2012/Problem02_label33.yml,true,12.35,12.35,apollon140
hardness-nfm22/hardness_fillercode_fillercodestructure_normal_file-54.yml,true,12.36,12.36,apollon107
hardness-nfm22/hardness_variablewrapping_normal_file-93.yml,true,12.39,12.39,apollon011
loop-acceleration/array_2-2-simple.yml,true,12.4,12.39,apollon111
Juliet_Test/CWE190_Integer_Overflow__int_fscanf_square_54_good.yml,true,12.49,12.48,apollon025
hardness-nfm22/hardness_operatoramount_amount50_file-54.yml,true,12.5,12.5,apollon112
product-lines/elevator_spec3_product29.cil.yml,true,12.5,12.49,apollon107
list-simple/sll2n_remove_all_reverse.yml,true,12.52,12.52,apollon091
list-simple/sll2n_prepend_equal.yml,true,12.59,12.59,apollon085
hardness-nfm22/hardness_fillercode_fillercodesize_normal_file-0.yml,true,12.6,12.59,apollon071
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-22.yml,true,12.61,12.6,apollon085
eca-rers2012/Problem02_label25.yml,true,12.63,12.63,apollon140
hardness-nfm22/hardness_loopvsstraightlinecode_50-1loop_file-54.yml,true,12.64,12.64,apollon151
list-simple/sll2n_append_unequal.yml,true,12.64,12.64,apollon026
seq-mthreaded/pals_STARTPALS_Triplicated.2.ufo.BOUNDED-10.pals.yml,true,12.7,6.36,apollon001
hardness-nfm22/hardness_loopvsstraightlinecode_50-while_file-0.yml,true,12.71,12.72,apollon035
product-lines/minepump_spec2_product35.cil.yml,false(unreach-call),12.71,12.7,apollon009
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-cn_file-3.yml,true,12.75,12.74,apollon084
seq-mthreaded/pals_floodmax.5.2.ufo.BOUNDED-10.pals.yml,true,12.79,6.45,apollon095
hardness-nfm22/hardness_loopvsstraightlinecode_25-while_file-65.yml,true,12.82,12.81,apollon021
hardness-nfm22/hardness_operatoramount_amount100_file-51.yml,true,12.86,12.86,apollon095
eca-rers2012/Problem02_label59.yml,false(unreach-call),12.86,12.86,apollon050
hardness-nfm22/hardness_codestructure_dependencies_file-2.yml,true,12.87,12.87,apollon004
floats-cdfpl/newton_1_2.yml,true,12.94,12.94,apollon082
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-co_file-3.yml,true,12.96,12.95,apollon013
hardness-nfm22/hardness_fillercode_fillercodesize_normal_file-54.yml,true,13.01,13.02,apollon023
xcsp/CostasArray-12.yml,false(unreach-call),13.04,13.02,apollon069
hardness-nfm22/hardness_variablewrapping_wrapper-s_file-52.yml,true,13.06,13.06,apollon022
eca-rers2012/Problem02_label02.yml,true,13.11,13.11,apollon035
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-co_file-54.yml,true,13.12,13.12,apollon076
hardness-nfm22/hardness_codestructure_functionizing_file-5.yml,true,13.14,13.14,apollon118
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-co_file-3.yml,true,13.14,13.13,apollon034
eca-rers2012/Problem02_label50.yml,false(unreach-call),13.14,13.12,apollon086
hardness-nfm22/hardness_codestructure_dependencies_file-8.yml,true,13.16,13.16,apollon150
hardness-nfm22/hardness_codestructure_dependencies_file-35.yml,true,13.17,13.17,apollon049
nla-digbench-scaling/prod4br-ll_unwindbound1.yml,true,13.19,13.18,apollon125
eca-rers2012/Problem02_label51.yml,true,13.25,13.25,apollon140
hardness-nfm22/hardness_operatoramount_amount250_file-21.yml,true,13.25,13.24,apollon045
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-100_file-3.yml,true,13.26,13.27,apollon051
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_63_good.yml,true,13.34,13.35,apollon080
product-lines/elevator_spec3_product21.cil.yml,true,13.44,13.43,apollon052
product-lines/minepump_spec2_productSimulator.cil.yml,false(unreach-call),13.49,13.48,apollon032
list-simple/sll2n_insert_unequal.yml,true,13.49,13.48,apollon101
eca-rers2012/Problem02_label04.yml,true,13.5,13.49,apollon140
combinations/gcd_4+newton_1_1.yml,true,13.51,13.5,apollon012
hardness-nfm22/hardness_operatoramount_amount50_file-3.yml,true,13.56,13.56,apollon023
hardware-verification-bv/btor2c-lazyMod.driving_phils.4.prop1-func-interl.yml,false(unreach-call),13.58,13.57,apollon112
seq-mthreaded/pals_STARTPALS_Triplicated.ufo.BOUNDED-10.pals.yml,true,13.58,6.81,apollon129
eca-rers2012/Problem02_label44.yml,false(unreach-call),13.6,13.58,apollon072
hardness-nfm22/hardness_codestructure_dependencies_file-54.yml,true,13.63,13.62,apollon034
hardware-verification-bv/btor2c-lazyMod.production_cell.5.prop1-func-interl.yml,false(unreach-call),13.64,13.63,apollon035
hardness-nfm22/hardness_loopvsstraightlinecode_50-1loop_file-3.yml,true,13.66,13.66,apollon018
hardness-nfm22/hardness_loopvsstraightlinecode_100-while_file-70.yml,true,13.67,13.66,apollon049
hardware-verification-bv/btor2c-lazyMod.h_Rrobin.yml,true,13.73,13.73,apollon043
eca-rers2012/Problem02_label13.yml,false(unreach-call),13.73,13.71,apollon168
eca-rers2012/Problem02_label31.yml,true,13.78,13.77,apollon154
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-ci_file-35.yml,true,13.8,13.8,apollon122
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-33.yml,true,13.8,13.8,apollon090
hardness-nfm22/hardness_fillercode_fillercodestructure_normal_file-0.yml,true,13.91,13.91,apollon113
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-co_file-54.yml,true,13.92,13.91,apollon150
hardness-nfm22/hardness_operatoramount_amount250_file-11.yml,true,13.96,13.96,apollon091
nla-digbench-scaling/hard2_valuebound5.yml,true,13.98,13.98,apollon040
eca-rers2012/Problem02_label39.yml,true,14.0,14.0,apollon052
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-co_file-35.yml,true,14.02,14.01,apollon089
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-cn_file-54.yml,true,14.02,14.01,apollon104
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-co_file-54.yml,true,14.04,14.04,apollon023
hardness-nfm22/hardness_loopvsstraightlinecode_50-1loop_file-0.yml,true,14.04,14.04,apollon069
list-simple/dll2n_append_equal.yml,true,14.06,14.06,apollon147
eca-rers2012/Problem02_label32.yml,true,14.07,14.08,apollon152
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-50_file-54.yml,true,14.07,14.06,apollon127
hardness-nfm22/hardness_operatoramount_amount10_file-71.yml,true,14.08,14.08,apollon075
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_01_good.yml,true,14.09,14.09,apollon062
nla-digbench-scaling/ps4-ll_unwindbound1.yml,false(unreach-call),14.1,14.09,apollon025
product-lines/minepump_spec4_product33.cil.yml,false(unreach-call),14.12,14.12,apollon026
eca-rers2012/Problem02_label35.yml,true,14.14,14.13,apollon156
heap-manipulation/merge_sort-1.yml,false(unreach-call),14.15,14.13,apollon111
eca-rers2012/Problem02_label36.yml,true,14.21,14.21,apollon099
eca-rers2012/Problem02_label11.yml,true,14.22,14.22,apollon122
list-simple/dll2c_update_all_reverse.yml,true,14.25,14.26,apollon049
eca-rers2012/Problem02_label42.yml,true,14.3,14.3,apollon049
eca-rers2012/Problem02_label09.yml,true,14.3,14.29,apollon011
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-10_file-35.yml,true,14.31,14.31,apollon080
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-10_file-54.yml,true,14.31,14.31,apollon002
list-simple/sll2c_append_unequal.yml,true,14.38,14.39,apollon141
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-ci_file-35.yml,true,14.41,14.41,apollon092
eca-rers2012/Problem02_label06.yml,true,14.43,14.42,apollon119
eca-rers2012/Problem02_label05.yml,true,14.43,14.43,apollon013
eca-rers2012/Problem02_label03.yml,true,14.44,14.44,apollon021
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-25_file-54.yml,true,14.53,14.52,apollon008
eca-rers2012/Problem02_label26.yml,true,14.53,14.53,apollon011
product-lines/elevator_spec3_product18.cil.yml,true,14.54,14.53,apollon140
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-10_file-2.yml,true,14.55,14.56,apollon028
eca-rers2012/Problem02_label19.yml,true,14.56,14.56,apollon142
hardness-nfm22/hardness_floatingpointinfluence_has-floats_file-93.yml,false(unreach-call),14.57,14.56,apollon148
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-cn_file-35.yml,true,14.63,14.63,apollon044
product-lines/elevator_spec3_product20.cil.yml,false(unreach-call),14.63,14.62,apollon151
hardness-nfm22/hardness_operatoramount_amount250_file-35.yml,true,14.65,14.66,apollon136
hardness-nfm22/hardness_loopvsstraightlinecode_50-1loop_file-35.yml,true,14.65,14.66,apollon162
list-simple/sll2c_update_all_reverse.yml,true,14.66,14.67,apollon132
hardness-nfm22/hardness_operatoramount_amount250_file-46.yml,true,14.66,14.66,apollon060
list-simple/sll2n_prepend_unequal.yml,true,14.67,14.66,apollon150
hardness-nfm22/hardness_codestructure_steplocals_file-35.yml,true,14.67,14.67,apollon004
eca-rers2012/Problem02_label16.yml,false(unreach-call),14.68,14.67,apollon164
eca-rers2012/Problem02_label14.yml,true,14.69,14.69,apollon001
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_42_good.yml,true,14.75,14.74,apollon161
hardness-nfm22/hardness_variablewrapping_wrapper-p_file-60.yml,true,14.77,14.77,apollon127
hardness-nfm22/hardness_operatoramount_amount100_file-10.yml,true,14.77,14.76,apollon124
seq-mthreaded/pals_opt-floodmax.5.1.ufo.BOUNDED-10.pals.yml,true,14.78,7.43,apollon014
eca-rers2012/Problem02_label46.yml,true,14.79,14.78,apollon026
list-simple/dll2n_insert_equal.yml,true,14.85,14.85,apollon042
list-simple/sll2c_update_all.yml,true,14.85,14.85,apollon028
array-tiling/pr3.yml,true,14.91,14.9,apollon162
hardness-nfm22/hardness_fillercode_fillercodestructure_normal_file-3.yml,true,14.91,14.9,apollon026
nla-digbench-scaling/prodbin-ll_valuebound10.yml,true,14.92,14.92,apollon147
eca-rers2012/Problem02_label10.yml,true,14.95,14.96,apollon041
hardness-nfm22/hardness_loopvsstraightlinecode_50-while_file-2.yml,true,14.96,14.97,apollon005
eca-rers2012/Problem02_label29.yml,true,14.98,14.97,apollon119
product-lines/elevator_spec3_product31.cil.yml,false(unreach-call),15.01,15.0,apollon095
floats-cdfpl/newton_1_3.yml,true,15.02,15.02,apollon105
eca-rers2012/Problem02_label43.yml,false(unreach-call),15.02,15.0,apollon088
hardness-nfm22/hardness_fillercode_fillercodesize_normal_file-35.yml,true,15.03,15.04,apollon104
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-50_file-35.yml,true,15.04,15.04,apollon056
eca-rers2012/Problem02_label54.yml,true,15.04,15.05,apollon073
product-lines/elevator_spec14_product28.cil.yml,false(unreach-call),15.05,15.05,apollon092
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-10_file-3.yml,true,15.07,15.08,apollon111
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-ci_file-54.yml,true,15.08,15.08,apollon058
hardness-nfm22/hardness_loopvsstraightlinecode_25-1loop_file-79.yml,true,15.08,15.07,apollon039
eca-rers2012/Problem02_label23.yml,true,15.16,15.15,apollon115
hardness-nfm22/hardness_fillercode_fillercodesize_normal_file-3.yml,true,15.2,15.2,apollon046
list-simple/sll2n_insert_equal.yml,true,15.22,15.22,apollon095
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-250_file-54.yml,true,15.23,15.23,apollon063
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-25_file-35.yml,true,15.23,15.22,apollon036
eca-rers2012/Problem02_label55.yml,true,15.24,15.25,apollon058
combinations/gcd_2+newton_2_8.yml,false(unreach-call),15.24,15.24,apollon125
nla-digbench-scaling/egcd2-ll_valuebound1.yml,true,15.29,15.28,apollon098
hardness-nfm22/hardness_loopvsstraightlinecode_100-1loop_file-10.yml,true,15.3,15.29,apollon145
combinations/gcd_4+newton_1_3.yml,true,15.31,15.3,apollon013
eca-rers2012/Problem02_label47.yml,true,15.31,15.31,apollon011
eca-rers2012/Problem02_label49.yml,true,15.34,15.35,apollon100
list-simple/dll2n_prepend_equal.yml,true,15.35,15.34,apollon001
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_16_good.yml,true,15.36,15.35,apollon159
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-ci_file-2.yml,true,15.36,15.36,apollon024
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-85.yml,true,15.37,15.37,apollon016
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-ci_file-3.yml,true,15.39,15.39,apollon037
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-7.yml,true,15.4,15.39,apollon084
hardness-nfm22/hardness_operatoramount_amount500_file-97.yml,true,15.41,15.41,apollon105
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-ci_file-2.yml,true,15.42,15.42,apollon132
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-co_file-3.yml,true,15.46,15.47,apollon163
eca-rers2012/Problem02_label12.yml,true,15.46,15.46,apollon069
eca-rers2012/Problem02_label20.yml,true,15.53,15.53,apollon158
eca-rers2012/Problem02_label45.yml,false(unreach-call),15.55,15.54,apollon079
Juliet_Test/CWE190_Integer_Overflow__int_max_square_44_good.yml,true,15.56,15.56,apollon056
floats-cdfpl/newton_2_7.yml,false(unreach-call),15.6,15.58,apollon097
eca-rers2012/Problem02_label52.yml,true,15.63,15.63,apollon077
nla-digbench-scaling/cohendiv-ll_unwindbound2.yml,true,15.63,15.63,apollon008
combinations/gcd_2+newton_1_2.yml,true,15.66,15.66,apollon139
eca-rers2012/Problem02_label21.yml,true,15.67,15.68,apollon106
hardness-nfm22/hardness_operatoramount_amount10_file-95.yml,true,15.69,15.68,apollon089
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-250_file-14.yml,true,15.71,15.71,apollon017
list-simple/dll2n_insert_unequal.yml,true,15.71,15.71,apollon158
product-lines/minepump_spec4_product41.cil.yml,false(unreach-call),15.78,15.77,apollon091
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-co_file-2.yml,true,15.79,15.78,apollon149
product-lines/elevator_spec3_product28.cil.yml,false(unreach-call),15.83,15.82,apollon041
loops/lu.cmp.yml,true,15.84,15.83,apollon060
eca-rers2012/Problem02_label01.yml,true,15.84,15.83,apollon120
hardness-nfm22/hardness_loopvsstraightlinecode_50-1loop_file-2.yml,true,15.85,15.84,apollon003
hardness-nfm22/hardness_variablewrapping_wrapper-p_file-75.yml,true,15.86,15.86,apollon070
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-cn_file-2.yml,true,15.9,15.91,apollon068
hardness-nfm22/hardness_operatoramount_amount50_file-2.yml,true,15.91,15.91,apollon009
eca-rers2012/Problem02_label53.yml,true,15.91,15.9,apollon091
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-17.yml,true,15.92,15.93,apollon128
combinations/gcd_3+newton_1_1.yml,true,15.95,15.95,apollon094
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_54_good.yml,true,15.97,15.97,apollon014
eca-rers2012/Problem02_label24.yml,true,16.0,15.99,apollon116
combinations/gcd_1+newton_3_7.yml,false(unreach-call),16.02,16.0,apollon146
combinations/gcd_2+newton_1_3.yml,true,16.03,16.03,apollon104
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-ci_file-54.yml,true,16.03,16.03,apollon076
eca-rers2012/Problem02_label34.yml,true,16.08,16.08,apollon115
eca-rers2012/Problem02_label15.yml,true,16.1,16.11,apollon026
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-cn_file-54.yml,true,16.15,16.14,apollon042
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-500_file-28.yml,true,16.15,16.15,apollon014
eca-rers2012/Problem02_label00.yml,true,16.2,16.19,apollon144
eca-rers2012/Problem02_label30.yml,true,16.21,16.2,apollon051
seq-mthreaded/pals_opt-floodmax.5.3.ufo.BOUNDED-10.pals.yml,true,16.24,8.17,apollon042
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-50_file-2.yml,true,16.25,16.25,apollon101
hardness-nfm22/hardness_operatoramount_amount25_file-79.yml,true,16.31,16.31,apollon144
Juliet_Test/CWE190_Integer_Overflow__int_max_square_65_good.yml,true,16.33,16.32,apollon146
list-simple/dll2n_append_unequal.yml,true,16.34,16.34,apollon100
nla-digbench-scaling/ps2-ll_valuebound2.yml,true,16.38,16.38,apollon165
hardness-nfm22/hardness_variablewrapping_wrapper-sp_file-60.yml,true,16.41,16.41,apollon002
hardness-nfm22/hardness_fillercode_fillercodestructure_normal_file-2.yml,true,16.41,16.4,apollon024
heap-manipulation/tree-2.yml,false(unreach-call),16.43,16.41,apollon139
Juliet_Test/CWE190_Integer_Overflow__int_fscanf_square_16_good.yml,true,16.44,16.44,apollon097
Juliet_Test/CWE190_Integer_Overflow__int_fscanf_square_42_good.yml,true,16.52,16.51,apollon085
nla-digbench-scaling/egcd-ll_valuebound2.yml,true,16.53,16.53,apollon064
nla-digbench-scaling/ps4-ll_valuebound1.yml,true,16.53,16.56,apollon071
product-lines/elevator_spec14_product20.cil.yml,false(unreach-call),16.57,16.56,apollon119
eca-rers2012/Problem02_label22.yml,true,16.58,16.58,apollon085
nla-digbench-scaling/ps2-ll_unwindbound2.yml,true,16.58,16.58,apollon108
Juliet_Test/CWE190_Integer_Overflow__int_rand_square_18_good.yml,true,16.68,16.69,apollon061
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-25_file-2.yml,true,16.68,16.68,apollon065
combinations/gcd_3+newton_1_2.yml,true,16.7,16.7,apollon161
list-simple/dll2c_update_all_reverse.yml,true,16.71,16.7,apollon127
list-ext2-properties/list_and_tree_cnstr-1.yml,false(unreach-call),16.72,16.7,apollon079
ldv-linux-3.4-simple/32_1_cilled_ok_nondet_linux-3.4-32_1-drivers--macintosh--mac_hid.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.yml,false(valid-free),16.77,16.76,apollon159
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-ps-co_file-2.yml,true,16.79,16.78,apollon028
eca-rers2012/Problem02_label40.yml,true,16.82,16.82,apollon102
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-ci_file-35.yml,true,16.84,16.84,apollon043
hardness-nfm22/hardness_fillercode_fillercodesize_ps-cn-250_file-56.yml,true,16.85,16.85,apollon040
list-simple/dll2c_update_all.yml,true,16.98,16.97,apollon099
hardness-nfm22/hardness_loopvsstraightlinecode_25-while_file-79.yml,true,16.98,16.99,apollon067
hardness-nfm22/hardness_loopvsstraightlinecode_50-while_file-35.yml,true,17.0,17.0,apollon154
list-simple/sll2c_update_all_reverse.yml,true,17.09,17.1,apollon108
list-simple/dll2n_prepend_unequal.yml,true,17.09,17.08,apollon146
hardness-nfm22/hardness_loopvsstraightlinecode_100-while_file-76.yml,true,17.09,17.09,apollon132
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pe-co_file-35.yml,true,17.09,17.11,apollon035
eca-rers2012/Problem02_label41.yml,true,17.14,17.13,apollon102
hardness-nfm22/hardness_fillercode_fillercodestructure_filler-pr-cn_file-35.yml,true,17.18,17.18,apollon149
eca-rers2012/Problem02_label56.yml,true,17.18,17.17,apollon152
nla-digbench-scaling/cohendiv-ll_unwindbound1.yml,true,17.23,17.23,apollon075
product-lines/elevator_spec3_product26.cil.yml,true,17.27,17.26,apollon015
